content,label
"(9/9/97)I find a way to honor someone, with a ritual involving candles. I feel important and very happy. I was elected president of the Poetry Society.",neutral
"(10/18/97)We have an incredible BIRTHDAY PARTY: it is catered with a huge cake, but I can't find enough paper plates and spoons to serve it. Finally I find small wooden spoons with a design on them, but by then most people have left. I see that Wendy has left some of her things behind, and I put them all in a big blue plastic bag, even her radio.",happy
"(1957)The one at the Meads's house, where it's bigger inside than out; there's a European village just inside, with a cobblestone street and a Pied-Piper sort of man with curly hair, he can do things like juggle - I go up the back stairs [there aren't any in the real house] and then down the other side [since there's a second set, immediately] then down a short empty hallway that turns a corner, where I find a tiny room...a young woman with shoulder-length blonde hair in a pageboy is there, cooking at a stove that almost fills the room...she's nice to me. Now outside, I'm waiting for my aunt to pick me up - she arrives in a little round convertible and we go for a drive, not very far - we cross a little bridge over a creek, then double back and she drops me off at the house again. Inside (?) I sit with a couple of people, playing with a string of blue balloons.",neutral
[there aren't any in the real house],neutral
"[since there's a second set, immediately]",neutral
"(8/11/67)I'm at a family reunion in a large fine house with grounds (or a maybe a rented public building like in a park) - maybe it's granite or something, very imposing. I'm on a little round balcony with a few others (I think men), there are lots more people inside. I feel faint and collapse. They see that I'm very sick, and quickly take me to a car to go to the hospital. (I don't see any of that, the next I know is that I'm lying in the back seat of the car - a sedan - going like gangbusters on a huge freeway. It must be 5 lanes in each direction, lots of cars but not crowded, and all going really fast. I can't see anything else but freeway and blue sky, with a few white clouds. As we barrel along, the road rises, and quickly - soon it changes to steps, which doesn't slow anybody down, and it keeps going up, the incline increasing. Now my line of sight changes to a spot at the side of the freeway (outside of the car), looking across it - and the incline (without the steps) takes a sharp turn up to vertical. The cars are not stopping or even slowing down, and they whoosh straight up. They make it about halfway up on momentum, and then gravity takes over and they fall down. I can see them sort of drop off [rather than sliding down still in contact with the pavement] and fall down way below me.",happy
[rather than sliding down still in contact with the pavement],neutral
"(8/1/85)I watch a plane fly past and shortly realize it was too low. It crashes not half a block away (rather as though it fell from a height of a few yards than flying straight into the ground). and I think there might be survivors, and that I should call the police. Before I get the number dialed, I realize I want the fire department instead. I get no ring, try again and find the line is dead. Some people (3? - at least one a woman) are coming toward the house and I understand they are responsible for the dead phone and I should be suspicious of them. I try to leave the house - run into a pregnant girl at the back; she seems to be in some sort of a bad way and has maybe started labor. The woman from the plane comes this way, calls the others to come get the pregnant girl, and I pretend to be asleep or dead. They don't buy it, I guess, and we all go inside. I'm not a prisoner, I don't think, so much as being detained for some reason, and I go to my brother's old room. He moved out of it a couple of years ago but there is furniture still there and I haven't looked around in a long time. [This does not seem to be the family home - I felt like it was rented.] There are a couple of chests of drawers that I realize I could have used downstairs long ago, yet I've been looking for acceptable furniture all this time. Also there are blankets (as well as clothes and shoes - women's shoes - but they aren't important), a lot of blankets, and I badly needed those last winter but didn't realize they were here. Also a very nice shoe rack. The woman comes back to say or do something. [I don't know what, and the dream ended about there, I think.]",happy
[This does not seem to be the family home - I felt like it was rented.],neutral
"[I don't know what, and the dream ended about there, I think.]",neutral
"(1985?)Me pulling the green leaves and berries off some branches or a bush (not from a live one growing in the ground, but inside the house). A boy of 10 or 12 is impatiently telling me, ""Mother's asleep"" (I think) - as if I'm not supposed to be doing what I'm doing instead of her or without her knowledge or something. This is in an old rambling house with lots of old furniture and interconnected rooms. Lace doilies on little tables, throw rugs, etc. Some of ""us"" (family? friends?) - there's 3 or 4 of us, I think - are outside and there's a dog on the rampage - didn't we think it was a wolf at first? Anyway it turns out to be a black boxer or bulldog or something and it charges the back door. There's some kind of flap or opening in it that I plug up - I don't know what the people outside are doing but they're okay and they come in shortly. Somebody has rather by accident invited somebody like a neighbor to come over for something on the order of borrowing a cup of sugar. Trouble is this person always has a party with him/her. Kind of a group of hangers-on who just hang around talking and drinking tea and you can't ever get them to go away. For some reason I go to the front door. There are 2 of them in the room at the front, in a couple of chairs each with doilies, and little tables next to them with doilies and little lamps, and I think they're men in fairly formal suits and oblivious to anything around them. I sort of look at them in resignation or bemusement. There's a staircase here. (They don't go upstairs, after all they are just visitors, not a mob.) Outside there is a hutch as for rabbits or something, covered, not particularly nice. Next to it are a couple of little open shelters with no amenities. There is a guinea pig in each place. The sun is shining directly on the two outside and it's hot. The one inside is not particularly comfortable but he's okay. The other two are dehydrating and too weak to move. I come and look at them, feeling sad and sympathetic but no anger - I have the idea the person who set this up isn't there. I'm going to take them in and try to save them but I'm not sure I can. I'm not going to just let them die out here. The reason they're here if because they were replaced by the one inside like their usefulness as displays was used up. I want to come back and take away the other one, and get him out of the nasty cage. I'm sad.",happy
"(1985?)I'm in a room that reminds me of (but definitely isn't) the living room of the house on A Street. I am there because I live there or at least it belongs to me and I spend time there, and I am on vacation or something. It's afternoon and I remember how the light looked and my cousin came to see me for a visit, as though to let me in on some news or just for fun. I don't know of anything else that happened, but it did involve him lying around on the floor very much the way I do. Very comfortable and casual and warm - that is, that's the way I was feeling. So there's a Training going on, and the room reminds me a bit of school, like a school auditorium. The light is greenish, daylight, morning. The staff wasn't sitting behind tables but in rows of chairs. It was still early - we were instructed to go up on the stage, and we did, but they weren't quite organized and we were standing there for a while. Very informal and chummy. Later I left for a break and went (home?) somewhere away, not a restaurant, for more time than a dinner break. Pete Townsend was with me and maybe some other people. (He wasn't on the team.) Don't know what was going on there, but when it was time to go back we had an errand to run - stopped at a sort of store on a sort of small-town main street. We were going inside and this guy who was with us burst out at me - I don't know what about - and said he was arresting me and getting a peace bond on me. I was shocked but didn't know what it was about except that he was angry at the effect I was having on the group of people that P.T. was involved with. In any case, he keeps me with him and we may have gone inside and come back out again. The place reminds me rather of a dry-goods store, with rows of waist-high bins, and a counter along the side. On the way out, P.T. takes the guy aside and says something very stern and final-sounding in French. I knew it was French but I don't understand it and that was the reason he was using it, so that I wouldn't be embarrassed or have to hear something I wouldn't want to. The guy said something back in French but shorter. P.T. just looked at him like he was disgusted and all through, and took me outside. We got in the car and were driving back - I was still kind of stunned and found he was talking to me - he was explaining something about the incident, and that he could do without this other guy, who I think had been his friend; but he couldn't do without me. He looked at me and said very firmly, ""I need you"". I was overwhelmed and leaned over to him and he pulled me over for a hug. At some point I was concerned that we weren't going to get back to the Training in time because of stopping for an errand, and I thought there might turn out to be another and another, the way I do it.",happy
"(1985?)Living next door to Loretta in an apartment - looks as if we just moved in or were just moving out. I'm in her place, and aware that the door is open to my place and anyone could walk in and steal things. (It's also as though there's no front wall at all - and this is upstairs, not inside the building but facing outside, we're at the end of the walkway and the stairs are at the other end so anyone coming would pass my place first). Don't know what's happening, but there's a group of people involved. At least 3 of us stop at a grocery store on our way somewhere - an outing of some sort, like a picnic or an amusement park. The 3rd person is a woman I don't recognize, but she's friendly and energetic - I think she has a kid - this is her store and she knows what we're looking for. It's the sort of place you don't see much anymore - leftover from the Fifties and Sixties. Funny lighting. Also a brief image of going high on an overpass in an open car - don't know who's driving - blue skies, sunlight - there's something beside the overpass that we mean to grab at but it's not easy to reach and we think it's best not to try.",happy
"(1985?)Kidnapped - I'm on my way somewhere else (by car?) and stop to visit with some people I know - seems like a few houses or buildings together, maybe like a small village out in the country somewhere. Some people with guns turn up, rather like political terrorists, and they're going to keep us prisoner until something, but I don't know what. I grouse about it and use the word ""kidnapped"" and they think it rather an affront that I would use the word - hurt their feelings. I'm rather in two minds about trying to escape - I think it's the right thing to do but I'm not sure because I find I don't trust these people not to shoot me (!) or the others not to botch the job. In the end, one of them gives me an opportunity - I kind of think voluntarily - and I run. Somebody chases me, but I keep on running - stop once and look around, decide to keep running just in case. They give up fairly soon. Later I go back, after they've been caught - I don't know if that was my doing or not - and there was some problem with punishing them. I'm real mad because I don't think they're being dealt with harshly enough. My friends try to talk to me, make me see that they aren't such bad guys as I made them out to be, and I won't listen. (And they aren't - they didn't hurt anybody, or get nasty. My biggest problem was being so angry at the insult to my freedom, that anyone would think he or she had any right to interfere with it for any reason.)",nightmare
"(1985?)I'm alone in an apartment - old place, inside the building - it's dark, maybe I've gone to bed - somebody breaks in, there's at least 2 of them and they come towards my room, being quiet, they don't know I'm here. I can't lock the door (or maybe it makes too much noise) but I try to hold the door shut so they'll think it is. Doesn't work. A guy with a knife comes in - black, looks the part of a bad guy, leather jacket, nasty expression. Waves the knife. I say, ""you don't need that knife"" and he says something like, ""Oh, so I don't need the knife, huh?"" - sneering-like, and feints it at my face. I am very aware there's nothing I can do to help myself and I'm afraid but stand still. He pushes the knife at me again and I grab his wrist and he sort of turns the knife upward to cut my wrist with it - I'm aware that even if I can kick him I'm probably going to die or get hurt.",nightmare
"(1985?)I'm somewhere with a friend I don't want to be around much and going back to her house and then elsewhere on errands. She asks me to take something with me to return to the library. At her house I see her mother and stepfather. (Rather young and both attractive.) They're both in a hurry to get somewhere too, rushing about. I seem to want to stay, or I want something from them, and am reluctant to go out the door - but I do, and stick my head back in several times with one last question. Then I remember the library - the things to take back are very large magazines (""American Baby""?) And even have ""return to Marty"" written on the front - Marty is the mother - so I say to her, ""don't you work right by the library?"" and she says yes, she'll take them for me, so that was nice. I can almost remember where she worked, someplace like an aerospace or computer office, standard modern waiting room, light colors, plants, etc.",happy
"(1985?)I am in some public place, reminds me of the grocery store in another dream, or lots of airports - there is food involved, and for some reason or other people are eating in the restroom. (This isn't normal.) I'm sitting at the mirror-counter next to a man, and am very ill at ease about it. There's no actual reason for it, it's entirely the principle of the thing.",neutral
"(1985?)At a school - I don't think I actually go to it but I'm with somebody else; it's real close to the end of the year and everybody has a what-the-hell attitude. We're in a big open room without chairs to see a film (educational, of course) and my friend parks beside a big obnoxious-looking woman (also not a standard-issue school student) but I don't relish the idea so I pick another spot and my friend joins me. The film rolls and it involves sport or dancing, and a couple of kids get up to demonstrate something which involves vigorous movement, and they ""dance"" right outside to the open grass and air - a spot rather like one at Scarb Faire. I seem to have come along for the ride, as has somebody from the class who's supposed to be getting them back in the classroom and doesn't really care any more than they do. The routine is something like, ""well I looked but I didn't find them"" and everybody goes their merry way.",happy
"(1985?)Me and MB (one of my cats) in a big fancy dark-colored van - going to some kind of a show. She was in a cage to go there but came out for it - don't know what happened at (like an auditorium?) but we came back to the van. I put her in the driver's side door and went around to the other. Then I fiddled with the door a long time. It was a double swing door, and I hadn't known about this one inside latch about 2/3 up the door - black switch - that latched the side without a handle by itself. I tried several different things to see what it did, then when I got the whole thing shut up it was real dark inside and everything was real awkward. MB went back in her cage and we started off, but I was having some trouble handling the van. We were going along a dirt road on the grounds of the auditorium, joining a line of cars to get to some place like a campground for another event. We weren't gonna stay but I wanted to do something there. We were behind a guy with dark hair and a blonde older woman in a convertible and the guy first looks startled, then nervous, then annoyed at the van. Keeps looking around at us and I wondered what I was doing wrong. I figured I was driving the van backwards at first and looked out for a place I could turn around, but then I realized I wasn't backward, but I was on the passenger side driving with an auxiliary steering wheel. Would've been difficult to change but I figured I was managing all right anyway, so I went on. When we were entering the campground, something happened to the guy in front of us. He's now in a hole in the middle of the road, like up to his shoulders, and he's bitching at a rabbit, who's come up to look at him. He has to duck down for cars to go over the road, rabbit runs off, we go to a place where the road circles around at its end and people have parked. Bit of a hill it's on. Concrete or stone toilet-building like they have in parks. I swing the van around this tight little circle looking for an empty space and there really isn't one, but the swinging around is something of a challenge and apparently it made an impression because some people clapped. I did stop the van in a place that I figured I couldn't leave it but I just wanted to ask somebody the price of cattle. Somebody told me $31 a head and I wanted to explain that I meant a sort of middle-range rather than the best, or real cheap.",neutral
"(1985?)I arrive at a little frame house on a nice little residential street, in a car in the company of a couple of older women. It's been raining and might rain again. It's dark but not necessarily night. We go into the house, which belongs to another nice little old lady. We have an errand there and ought to get back somewhere pretty soon. Seems to me we're all a trifle edgy about something, but not all of us know what about. Like the lady of the house here - she knows something's not right, but isn't asking for explanation.",neutral
"(1985?)I'm in my own apartment by myself and have to go outside for something - it's in an apartment complex more typical of the old place on N Street - regular white box. It's dark and gray and rainy outside, and I'm not anxious to get wet, but I have to do this - maybe while it's not raining hard but only dripping I can get out and back again. There isn't anybody around and I'm kind of apprehensive about it - the place is not exactly cheerful and gay on a good day, but now it's almost sinister. I'm blocked by the gutter runoffs to get into my apartment, and I don't much fancy trying to go round the long way. I wait for it to slack off so I can duck it, but I get pretty wet anyway. The door of my apartment is standing open (I didn't go far), and somehow I've got an idea there's somebody in here. I haven't seen a soul around and I wasn't out of sight of the door for very long but I've got this feeling anyway. I pause at the door and stick my head inside, looking around. (There really isn't any furniture in here to speak of - it looks a lot like I've just moved in, or maybe I'm getting ready to move out but I don't think so.) I think I call out - suppose it would be ""Is anybody here?"" And there's silence for a bit, then my cousin comes out of the hallway. (He looks healthier than usual - an enhanced my cousin, clearer, rounder, more cheerful and easy.) He's come to visit and I was expecting him but didn't know when - he's glad to see me and I'm relieved but still a bit paranoid.",neutral
"(1/11/86)I'm in a car with some people coming from a downtown area to a place past lots of trees and some development. We pass a (power?) pole that has things coming off it that look like weird limbs and I'm surprised, and explain it to the others, who think that's a little strange but amusing. We're some sort of family group but I don't know who they are now.",neutral
"(1/11/86)I'm in a little store with another woman and maybe a kid - looks like an antique store but has other things, including odd-looking Christmas ornaments. I'm admiring some of them - also the others find some bubble-pack things, toys that are from a film whose name they can't place, but I'm familiar with it - takes me a minute to get it right and then there's another related set nearby that's from another movie I recall right away - they're both like children's science-fiction, and English, which is why I know them and the others don't. There is some element of this all being a bit strange.",neutral
"(1/12/86)I am with a lot of LT people, at something like a talk - a church service - don't know. Ben is there and he kisses me the way he usually does and asks me to go out with him - not just for one date, for fun, but sort of like a trial going steady. I say it may be okay, but I want to think about it and talk to Sue S.. I don't actually do that, but I do see Sue sometime else in the dream, she's sitting in the ""audience"" sort of place and there's a very loose sort of atmosphere where we are, as though it were an ongoing class and you can divert your attention from it to talk to people - very much as the Training is, but not physically set up that way and we're not actually doing anything but looking on.",happy
"(1/14/86)Another old house - Melanie coming over - lip-synching in front of mirror to something big and bluesy - somebody came in right after, says she does the same thing - big open place like a studio - in a living room with Barbara and somebody else, visiting - talked about something like my trip somewhere, was it Renaissance Faire or SCA? Or plan for going there? Pipes on couch - had to move them to sit the way I want - plain poles like the chairset poles.",neutral
"(1/14/86)Or deliver me to house? We sit in car, M. looks up at very strange dragonfly - looks like a weird plane till I see it's quite close and lands on a tree. Baby one with it. Bunch of other animals come out in front yard - somebody else comes out with - one cat comes up to car the way a dog would, stands up to window and acts like it'll jump in - I rub its head and say hello - it's an old friend (my cat?) - big gray, round sturdy head. I ask my cousin about paying him this weekend. ""What I figure is $60 every other week, ok?"" - afraid he's going to say otherwise. Doesn't answer before dream ends.",happy
"(1/14/86)Eating in a back hallway - Jimmy comes along and orders big meal - when it comes on huge tray, waiter knocks off something of mine and one of J's plates slides off. As I pick mine up it sticks in cheese and nearly pulls J's steak onto floor - it barely goes on again. Get everything right and J's asking if he can get new steak - several little tables involved with drop leaves and no shelves.",happy
(1/18/86)I'm on a footbridge with some friends and there's a baby bear that I want a closer look at because he really doesn't look like a bear. I fall off the bridge but I hold onto a rope and a fence that's a short distance from the bridge for some reason. I can swing back to the bridge but need help to get back up and I yell for my friends and they don't stop right away.,happy
"(1/19/86)At work (?) was on the elevator with an older woman who wasn't sure what floor she wanted so she pushed extra buttons - I'd already gone up when I meant to go down to 2, and wasn't thrilled at having to stop so much. So I got off (she was surprised I took exception) and found myself outside, sort of, and now I have to get in a car that goes somewhere down some streets like in Oak town - the car was like an old '50s sort of thing with fins and they were coming off and needed to be stuck back down, took a while - arrived at a place that was an ""elevator stop"", nice old tree-lined street, the door didn't face the street - it was ivy-covered stone, very nice. Inside it was cave-like and open, but there was the elevator door. There was somebody there as well as 2 cats, and I made some comment about them having kittens (like it would be a good idea) and the guy said they were both males or something and I felt the same sort of cuteness about the exchange you usually do talking about kitties. I think I got on the elevator, and when I got to the next place I was talking to Margaret Laurence, who was enthusiastic about my intentions to do something or other, and the conversation was interrupted by Pam , who came to say the same sort of thing - they talked together for a minute before I stopped them, then they took turns.",neutral
"(1/20/86)Visiting some rich people - there's a fire in their oil field, very near the house - people trying not to panic - hadn't caused any building damage yet and we're trying to salvage things from the house, china in cabinets and so forth. I'm aware of a difference between us, that my visit is okay and they're glad I'm helping, but after the emergency I'm not necessarily going to be a permanent fixture.",neutral
"(1/21/86)Bonnie came to see if I needed anything and just poked around before going to work - later I went to Bluebonnet and was looking at things like a perfume (""White Oak""?) that I couldn't smell and other such things when I realized I just came straight on without a shower or anything and I must look awful. I went round to the back and got out my little mirror - decided I'd manage. While I was deciding, I'd got on a bus in the parking lot, and was halfway down the drive before I realized I'd better get off, my car was here at the store. Somewhere I run into Dad and My stepmother, who I carried on a casual conversation with and we went on to walk home together. (I wasn't living with them, but it was on the way.) There wasn't much conversation, and My stepmother walked on ahead. I fell into a daydream about a quiz show kind of like the one I'd seen yesterday, ""Chance of a Lifetime"" - only it was more like something I'd seen in England and it was the sort where you had to decide if you were coming back the next day to win more. I daydreamed it was me playing and planning to go for it all when I came awake and saw that My stepmother was nowhere in sight. Dad wasn't concerned, he said she'd probably gone by to see about ""the boys"" - who I took to mean my brother and male cousin, living together as roommates. We cut through somebody's yard and across the corner of a yard and a porch. I knew we were in Oak town and recognized the kind of little semi-shabby house, but kind of envied it and the little apartment house we passed - one window had something hanging in it that I noticed. Wherever the place was, they weren't home, and we went on (I was aware of it being a very long walk) past where Grandmom used to live [which is not in Oak town]. We stopped - for a rest? - next to the house, just where you couldn't see it, facing the railroad track. Dad leaned against (a car?) and talked a little, as if to himself, about how he wished things were different - with him and My stepmother, with the family - and he looked sad and dejected. I started to tell him he could have it different, maybe for both of them, maybe just for him, and almost got to tell him about LT when I woke up - I'd said I was going to a psychotherapist and that was good, but what really made the difference was...",neutral
[which is not in Oak town],neutral
"(1/22/86)I'm going down a walkway between little, close-set houses looking for something and pretending I'm in a detective story, sneaking around and prepared for anything - I jump at a sound and dive into a convenient garage, flipping over and springing into position behind something for cover. Ironically, the door starts to close - slides sideways. The person doing it peeks in for a second. I recognize him (somebody from TV). I jump up to let him know I'm there and make excuse that I just stepped in to wipe dust off me or something. He lets me out and I sheepishly go on. At the end of the street there's sort of a shopping center with a Sanger's and I remember the bra sale. I run into Bill Wilding, who's waiting for me and asks me to take something with me to hand over to somebody I'm going to see. It's a bunch of what looks like hairpins, only not black. We drop some when he's handing them to me and I stoop to help pick them up. I'm a bit annoyed that he expects me to do this. We are next to another person but I don't know who. I continue to a house or apartment where there are some people waiting for me, we're preparing for something and there's a task to be performed right now. My mother is there, I think, or somebody I feel that way about - maybe 3 couples and an extra man, who's friendly and pats me on the butt, which I hate and almost yell at him but not quite and I say to myself next time I will. I think the others know and they think he's a creep too. When I realize what we've got to do I'm very disappointed because I was expecting to get dinner - I haven't had much to eat all day - my mind flashes back to one of my male cousins skimpy breakfasts*, and I haven't had anything to speak of since. I am really let down and whiny. [Dream ends there, I think - but I also think it didn't begin there, there was more before.]",happy
"[Dream ends there, I think - but I also think it didn't begin there, there was more before.]",neutral
"(1/23/86)I'm trying to find the original plans or instructions to something and having no luck. There's a large ""file""-thing with shelves that rotate individually along the lines of the one at work but on a horizontal axis instead of vertical. I'm turning each shelf carefully because they all have different things on them but mostly (Mexican?) painted figures on them, even group displays, very nice things too. But no file. Somebody speaks to me, I think (she?) is saying it won't be there, (she's?) going to look elsewhere. I go a few yards away to something or other that's got some things in it I can look through - it makes me think of a bin. I sort of halfheartedly poke at them, then I get a half-formed picture of what I'm looking for, and a new approach - I may have missed it and will go back to look (in the file?). This is all outside, in a kind of courtyard, and there are people around.",sad
"(1/26/86)I was walking home with some little glass figures - some maybe little-fingernail size, others no more than twice that - I had some other things to carry and they were sort of loose on top of what I was carrying up against me, but I wasn't expecting that to stay secure, so as I walked I was transferring the bigger ones to my pocket, the smaller ones (where? coin purse?). Also apprehensive that they'd get broken from being jostled. When I get home I come into a perhaps duplex - it sort of tends to be the left side, or at least the front door is on the far left - anyway, it's a small living room furnished sort of college-student. I take the figures out and look for a place to put them, but just decide to put them with the others, on a very high shelf above the door - some are Christmas things, and I'm figuring you won't be seeing them all the time anyway, that's as good a way to store them as any. One of them, as I take it out and put it on the floor, is broken after all, but I'm not upset, I can glue it - I don't recognize what it's meant to be, it's a sort of wreath base with little wineglass-shapes that stand up on it. It's one of the wineglasses that's broken, but except for a sliver it'll go back together. I'm looking for the sliver (I think I've taken my skirt off by now - got a slip on) when my roommate comes in - she's young, blonde, short hair, pretty, sort of a popular-girl type - we're pretty good friends but not constant companions. We talk, but it's mostly chat and she's starting to take things off, too, when somebody else comes, at least 2, one male, who's maybe her brother or our brotherly other roommate. It's a little disconcerting to be sitting around not entirely clothed but at least we're decent, and they don't stay in that room.",happy
"(1/26/86)Lynn and Jane and I are at a LT function and they have something going on that they're upset about. Won't tell me what it is yet, but we're on our way back from the Training Room to (?) the Team Room, they're both gripy and stuck-acting. Testy. We're in a place that's bound to be a shopping mall, open space with bright lights, walkways, stairs or escalators. We get where we're going and there's other people there, one of whom is an officious little guy who is pissed off because (either Lynn or I) someone is wearing a pin or i.d. button that doesn't belong, it's much fancier than the others - I noticed it before but didn't see anything wrong with it - he takes it away and I'm wondering how it's going to get replaced with the right one. Some of the next little bit - don't know what it is, or who's talking - takes place by a small group of other people who are already in the ""Team Room"", and I don't know them but one turns out to be that guy from ""After Hours"" - Griffin Dunne, and I don't want to continue in front of him, so I move toward the ""door"" a bit so I'll be out of his line of vision.",happy
"(1/26/86)I have come from somewhere else to a house where some others taking a mastery class live, we're getting ready to go together. There's at least a brother and sister, maybe more. I move, with somebody else, to a sun/sitting room where the sister is - these people are recent grads and are expressing their apprehension of ""having"" to process all the time in the future so hard, it won't be any fun. I make a little speechie about how after you get used to it and good at it you don't work so hard and - although Roy doesn't think in these terms - gee whiz, you can go whole days without processing anything. And that eventually your mind gets trained not to react in the old way, so it's not as though it's a constant uphill struggle.",happy
"(1/27/86)Lifegame Roomset - small, high room - sort of an old school classroom, I think - pulling paper off a large board, taped to the sides - trying to do it neatly. The usual speech about setting it so they can get it. Soft carpet. Do we have something to put on the floor (like newspaper)? Outside room - a place where a lot of us are milling around, tables and benches, eating lunch. Is part of it outside or not? There's a kind of little terrace or platform - 3 or 4 steps up, then toilets to the left, maybe 4 or 5, and very busy. I need to go to the bathroom, and finally try to get up to one. Get beat out by a short-haired blonde girl. I guess I do get in shortly, and while I'm around here somebody is peeing and Sheryl J. is trying to read something out to a small group in front and has to ask for us to hold it a minute.",sad
"(1/31/86)They've been giving me parties at work because I'm going to work at PF temporarily - reason they need me is a new branch is being built and they're expanding - it looks like being permanent though, and I'm thinking I may as well not go back downtown at all - they may not want to give me more parties - PF has another problem - the construction people have struck oil - it's gushed once already and it's right next to where the building will be, so something major has to be revised before they can build. I'm talking to Belle and we go look at the oil eruption - looks like it broke up through the ground like a pimple or little volcano - I don't wanna get too close in case it spits up again, don't want it to land on me.",neutral
"(2/5/86)Cats - moving from one place to another - two of them, somewhat awkward - not clear - at one point I go back to my family house and see my cat there? I'm feeling relieved that he/she is still there. While there I'm trying to use a device on the end of a hose, dirty, like car-repair tools are - you're supposed to press a little nub and (compressed air?) comes out. It's not working, and I go to a garage (or ?) and while the person I'm with talks to the mechanic I try out the one at the garage and it works so well I nearly fall over. Then I try mine again and it definitely doesn't work right. Sometime I go to a friend's house - I'm carrying something - she takes me to meet her parents - her father says he knows who I am and doesn't want me in his house - I think he says he doesn't want me around his daughter but he can't actually forbid her and I think she says so. He's not hot about it but very firm. My friend walks me outside and I've got an impression now of Kathie H. and/or Bobbie. Sort of hanging on me, and I'd rather get on my way.",happy
"(2/6/86)John Leveranz is around and is he trying on my clothes or what? I think so - I'm talking to him - don't know where we are but we're inside a building more like an office or school than anything else and something's between us and some other people - he's also looking at a bill that he's supposed to pay, it has my name on it and he remarks ""you're still married, aren't you?"", which is startling, until I realize that, yes, I am, I just don't like to think about it - I'm going back to the other people and he finishes (picking out clothes?) and when he's all dressed I'm secretly pleased that he should think I dress well because I have the silk shirt, etc. I'm wearing purple, something pretty hip but can't describe now. Later, LT people are cleaning up a house, being impeccable, natch - I'm doing something in the kitchen that involves a little figure of a mouse or rabbit like a Beatrix Potter. It's edible, in horizontal slices, and I want to leave it for Sue S. but as I eat the least crucial parts it gets shorter of course until I think it's no longer ok. There's a bit of yard up front of this place which doesn't seem to have a front wall and it's not grass, but rather loose dirt. I pick up a handful and look at it - it has bits in it, pieces of pecan, maybe other identifiable not-dirt. Wonder how it got there. I go back and sit at a table with somebody and Ann Morrison arrives. She's colored her hair dark and changed her makeup completely, new hairstyle, too - and looks great but nothing like usual. I'm impressed. She says something about it but I don't remember what - I'm thinking marriage has certainly been good for her.",neutral
"(2/8/86)I blow up my house - there's nitro in a suitcase I have to be careful with and I do something wrong - I know it and have just enough time to get out. I manage to scream for Lick and don't see him but I think I see him shortly after - then I feel a little relieved, though not happy, that I got out alive and at least I didn't lose anybody, till I remember MB and Tree - then I'm (stunned? horrified?)",nightmare
(2/8/86)I've done something someone doesn't like but I've already gotten permission for it and when she leaves (we met on the steps of a building like a courthouse) I run into my (real supervisor?) and show her how I've verified this and she's satisfied - she approves of me and I'm confident and satisfied.,sad
"(2/11/86)I'm in a place in a downtown area, but not our downtown. (I have a feeling of it, how the town is smallish but not so small as to be rural.) The place doesn't seem like anything specific, not an office, but definitely not a residence of any kind - call it a waiting room. I have a sense of it being open to the street, but I don't see a lot of bright sunlight, or activity. Maybe it's just that the door's open, or there's windows. It's not big, or entirely empty, and I think the walls are red brick. There seems like benches are built along the walls. I'm sitting on one. I think there's something in the middle of the room. Don't know what. The street outside is a 2nd-string main street, busy but not the main drag. The buildings are close to the sidewalk and very ordinary brick faces. I arrived here by bus, standard city bus, and I'm not sure what my business is here. There are maybe 3 people in the place with me. At least one of them is a disc jockey, and one of them isn't. The one that isn't is kind of like Mike Rhyner, in that he's a buddy of these other guys and works with them but something he does is support for them (like research?) and he doesn't perform on the air, except maybe in his other capacity and not for entertainment. He and I are talking. Whatever we're talking about, we're getting along well and interested in what we're saying. The disc jockey isn't as involved but isn't hostile or unwilling for us to be talking. I get the impression, however, that I'm not ""in"" with him. I've left and gone (home?) and I'm not sure what the place is. (The previous place reminds me of a garage, and I'm not positive this place isn't similar.) Someone else is here, don't know who, and he definitely doesn't want me talking to the guy I was with. He doesn't approve of me interfering with him getting his job done. I know I wasn't. Don't think I say anything.",happy
"(2/13/86)I'm in a small house with my family - at least my brother and Mom, don't remember Dad -my brother's mad - it has something to do with jealousy - he says I did or got something I wasn't supposed to. He's not correct but I don't want him attacking me so I don't say anything but I start to pack up and leave - I don't have much, I think this is like a rented vacation house and I came here last. Mom says no, I don't have to leave and I stop, but Marcy gets madder and he leaves. He's so mad we look out the window after him to be sure he isn't going to sneak back and jump us, through the roof or the back door. Next I think a blond young man comes to the house but if so I don't know what he does.",neutral
"(2/13/86?)Mom and I are in a restaurant - it's got sort of a garden decor, all greens and yellows and white. The table is loaded with dishes and I've finished eating, so the idea is to get the tray of dishes off the table (my side anyway). To do this I balance it on my forehead and try to lower to the floor. Doesn't work. I can only get so far before I know if I move anymore it'll slide off, break the dishes and probably slice my forehead. Mom calls for the waiters and maybe maitre d' to get it off me. Afterward we get dessert - I wasn't going to have any but she ordered it as a treat. What I could see (it was on top of a pile of something) was white - I tried that and it turned out to be whipped cream on top of something to do with strawberries. While there, I'm looking at a long color brochure of things from the Container Store or - no, Crate and Barrel. Lots of red and blue stuff - brochure folds out, and this restaurant may be inside the store. One or both of these places may be located in Inwood Village - more or less at the Penney's location.",neutral
"(2/14/86)Somewhere I'm getting rated according to something odd, and I come out well - there's a gap in the grades that I'm aware of for some reason - like it's easy for people to fall in between and thereby slide up. I seem to be with Karen.",neutral
